ANO,ANO_INGRESSO,ANO_NASC,ATINGIU_PV,ATIVO_INATIVO,AVALIADOR_1,AVALIADOR_2,AVALIADOR_3,AVALIADOR_4,AVALIADOR_5,AVALIADOR_6,CF,CG,CT,DEFAS,DESTAQUE_IDA,DESTAQUE_IEG,DESTAQUE_IPV,ESCOLA,FASE,FASE_IDEAL,GENERO,IAA,IAN,IDA,IDADE,IEG,INDE_22,INDE_23,INDE_24,INDICADO,INGLES,INST_ENSINO,IPP,IPS,IPV,MATEM,NOME,N_AV,PEDRA_20,PEDRA_21,PEDRA_22,PEDRA_23,PEDRA_24,PORTUG,RA,REC_AV1,REC_AV2,REC_AV3,REC_AV4,REC_PSICOLOGIA,TURMA,RISCO,INDE_ATUAL,FAIXA_DEFASAGEM,TEMPO_PM
2022,2019,2009,Não,,Avaliador-5,Avaliador-27,Avaliador-15,,,,138.0,749.0,12.0,-1,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Menino,10.0,5.0,2.7,13.0,5.3,5.811,,,Não,,Escola Pública,,7.5,6.611,2.8,Aluno-429,3.0,Ametista,Quartzo,Quartzo,,,2.5,RA-429,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não atendido,M,1,5.811,Moderada,3
2022,2022,2009,Não,,Avaliador-5,Avaliador-27,Avaliador-15,,,,43.0,281.0,3.0,-1,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Menino,9.5,5.0,8.5,13.0,8.6,7.585,,,Não,,Escola Pública,,7.5,6.611,7.5,Aluno-430,3.0,,,Ametista,,,9.5,RA-430,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não atendido,M,1,7.585,Moderada,0
2022,2022,2011,Não,,Avaliador-5,Avaliador-27,Avaliador-15,,,,68.0,439.0,5.0,0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,Fase 2 (5º e 6º ano),Menino,9.0,10.0,4.5,11.0,8.1,7.175,,,Não,,Escola Pública,,7.5,6.778,5.0,Aluno-431,3.0,,,Ametista,,,4.0,RA-431,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não atendido,M,0,7.175,Adequada/Adiantada,0
2022,2019,2008,Não,,Avaliador-5,Avaliador-27,Avaliador-15,,,,123.0,672.0,10.0,-2,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,Fase 4 (9º ano),Menina,10.0,5.0,5.1,14.0,6.8,6.34,,,Não,,Escola Pública,,5.0,6.611,5.7,Aluno-432,3.0,Quartzo,Quartzo,Ágata,,,4.5,RA-432,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Requer avaliação,M,1,6.34,Moderada,3
2022,2022,2010,Não,,Avaliador-5,Avaliador-27,Avaliador-15,,,,146.0,780.0,13.0,-1,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Menino,8.5,5.0,2.6,12.0,7.3,5.557,,,Não,,Escola Pública,,5.0,5.778,2.2,Aluno-433,3.0,,,Quartzo,,,3.0,RA-433,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Requer avaliação,M,1,5.557,Moderada,0
2022,2022,2011,Não,,Avaliador-5,Avaliador-27,Avaliador-15,,,,52.0,360.0,4.0,0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,Fase 2 (5º e 6º ano),Menino,9.0,10.0,5.7,11.0,8.1,7.403,,,Não,,Escola Pública,,7.5,6.778,4.8,Aluno-434,3.0,,,Ametista,,,6.5,RA-434,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Sem limitações,M,0,7.403,Adequada/Adiantada,0
2022,2022,2012,Não,,Avaliador-5,Avaliador-27,Avaliador-15,,,,109.0,627.0,8.0,0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,Fase 2 (5º e 6º ano),Menina,7.9,10.0,4.7,10.0,6.2,6.599,,,Não,,Escola Pública,,7.5,6.444,3.7,Aluno-435,3.0,,,Ágata,,,5.7,RA-435,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Sem limitações,M,0,6.599,Adequada/Adiantada,0
2022,2022,2011,Não,,Avaliador-5,Avaliador-27,Avaliador-15,,,,98.0,592.0,7.0,0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,Fase 2 (5º e 6º ano),Menino,9.5,10.0,2.0,11.0,8.1,6.687,,,Não,,Escola Pública,,7.5,6.611,4.0,Aluno-436,3.0,,,Ágata,,,0.0,RA-436,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Sem limitações,M,0,6.687,Adequada/Adiantada,0
2022,2022,2009,Não,,Avaliador-5,Avaliador-27,Avaliador-15,,,,82.0,531.0,6.0,-1,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Menino,8.5,5.0,5.8,13.0,8.3,6.875,,,Não,,Escola Pública,,7.5,6.611,6.0,Aluno-437,3.0,,,Ágata,,,5.5,RA-437,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Sem limitações,M,1,6.875,Moderada,0
2022,2022,2012,Não,,Avaliador-5,Avaliador-27,Avaliador-15,,,,33.0,213.0,1.0,0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,Fase 2 (5º e 6º ano),Menino,8.0,10.0,7.3,10.0,8.7,7.764,,,Não,,Escola Pública,,7.5,6.889,6.5,Aluno-438,3.0,,,Ametista,,,8.0,RA-438,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Sem limitações,M,0,7.764,Adequada/Adiantada,0
2022,2022,2010,Não,,Avaliador-5,Avaliador-27,Avaliador-15,,,,147.0,789.0,14.0,-1,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Menino,9.0,5.0,2.3,12.0,4.9,5.519,,,Não,,Escola Pública,,7.5,6.5,3.2,Aluno-439,3.0,,,Quartzo,,,1.3,RA-439,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Sem limitações,M,1,5.519,Moderada,0
2022,2022,2011,Não,,Avaliador-5,Avaliador-2,Avaliador-15,,,,56.0,382.0,6.0,0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,Fase 2 (5º e 6º ano),Menino,9.5,10.0,5.5,11.0,9.0,7.329,,,Não,,Escola Pública,,6.9,5.833,6.0,Aluno-440,3.0,,,Ametista,,,5.0,RA-440,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não atendido,P,0,7.329,Adequada/Adiantada,0
2022,2019,2011,Não,,Avaliador-5,Avaliador-2,Avaliador-15,,,,11.0,87.0,2.0,0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2,Fase 2 (5º e 6º ano),Menina,9.0,10.0,8.0,11.0,7.9,8.188,,,Não,,Escola Pública,,7.5,8.333,8.0,Aluno-441,3.0,Topázio,Topázio,Topázio,,,8.0,RA-441,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,,Não atendido,P,0,8.188,Adequada/Adiantada,3
2022,2022,2011,Não,,Avaliador-5,Avaliador-2,Avaliador-15,,,,8.0,78.0,1.0,0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2,Fase 2 (5º e 6º ano),Menina,10.0,10.0,7.5,11.0,8.2,8.226,,,Não,,Escola Pública,,7.5,8.222,9.0,Aluno-442,3.0,,,Topázio,,,6.0,RA-442,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,,Não atendido,P,0,8.226,Adequada/Adiantada,0
2022,2019,2009,Sim,,Avaliador-5,Avaliador-2,Avaliador-15,,,,48.0,321.0,4.0,-1,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Menina,9.0,5.0,5.6,13.0,9.1,7.482,,,Sim,,Escola Pública,,7.5,8.5,8.0,Aluno-443,3.0,Ametista,Ametista,Ametista,,,3.2,RA-443,Promovido de Fase,Promovido de Fase,Mantido na Fase + Bolsa,,Não atendido,P,1,7.482,Moderada,3
2022,2018,2011,Não,,Avaliador-5,Avaliador-2,Avaliador-15,,,,99.0,601.0,8.0,0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2,Fase 2 (5º e 6º ano),Menino,9.0,10.0,3.1,11.0,7.2,6.665,,,Não,,Escola Pública,,5.0,7.778,1.5,Aluno-444,3.0,Ágata,Ametista,Ágata,,,4.7,RA-444,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Requer avaliação,P,0,6.665,Adequada/Adiantada,4
2022,2022,2010,Não,,Avaliador-5,Avaliador-2,Avaliador-15,,,,79.0,518.0,7.0,-1,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Menino,9.0,5.0,3.8,12.0,9.4,6.924,,,Não,,Escola Pública,,7.5,7.5,0.0,Aluno-445,3.0,,,Ágata,,,7.5,RA-445,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Não atendido,P,1,6.924,Moderada,0
2022,2018,2009,Não,,Avaliador-5,Avaliador-2,Avaliador-15,,,,54.0,373.0,5.0,-1,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Menina,9.5,5.0,6.9,13.0,8.9,7.367,,,Não,,Escola Pública,,5.0,7.889,6.3,Aluno-446,3.0,Ágata,Quartzo,Ametista,,,7.5,RA-446,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,,Requer avaliação,P,1,7.367,Moderada,4
2022,2022,2012,Não,,Avaliador-5,Avaliador-2,Avaliador-15,,,,144.0,773.0,10.0,0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,Fase 2 (5º e 6º ano),Menina,0.0,10.0,3.5,10.0,7.0,5.607,,,Não,,Escola Pública,,7.5,5.556,7.0,Aluno-447,3.0,,,Quartzo,,,0.0,RA-447,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não atendido,P,0,5.607,Adequada/Adiantada,0
2022,2022,2011,Não,,Avaliador-5,Avaliador-2,Avaliador-15,,,,19.0,150.0,3.0,0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2,Fase 2 (5º e 6º ano),Menina,9.0,10.0,5.5,11.0,9.7,7.972,,,Não,,Escola Pública,,7.5,8.111,5.0,Aluno-448,3.0,,,Ametista,,,6.0,RA-448,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não atendido,P,0,7.972,Adequada/Adiantada,0
2022,2022,2010,Não,,Avaliador-5,Avaliador-2,Avaliador-15,,,,129.0,703.0,9.0,-1,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Menina,0.0,5.0,7.0,12.0,6.0,6.143,,,Não,,Escola Pública,,7.5,8.111,6.0,Aluno-449,3.0,,,Ágata,,,8.0,RA-449,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não atendido,P,1,6.143,Moderada,0
2022,2021,2009,Não,,Avaliador-5,Avaliador-27,Avaliador-15,,,,29.0,188.0,2.0,-1,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Menino,10.0,5.0,7.5,13.0,9.1,7.843,,,Não,,Escola Pública,,7.5,8.111,6.8,Aluno-450,3.0,,Ágata,Ametista,,,8.2,RA-450,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,,Não atendido,Q,1,7.843,Moderada,1
2022,2019,2009,Não,,Avaliador-5,Avaliador-27,Avaliador-15,,,,117.0,654.0,9.0,-1,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Menina,9.0,5.0,6.1,13.0,6.0,6.434,,,Não,,Escola Pública,,6.3,6.889,3.1,Aluno-451,3.0,Ametista,Quartzo,Ágata,,,9.2,RA-451,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,,Requer avaliação,Q,1,6.434,Moderada,3
2022,2021,2009,Não,,Avaliador-5,Avaliador-27,Avaliador-15,,,,127.0,690.0,10.0,-1,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Menina,9.0,5.0,4.8,13.0,5.6,6.287,,,Não,,Escola Pública,,7.5,7.167,5.0,Aluno-452,3.0,,Ametista,Ágata,,,4.5,RA-452,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não atendido,Q,1,6.287,Moderada,1
2022,2022,2009,Não,,Avaliador-5,Avaliador-27,Avaliador-15,,,,28.0,187.0,1.0,-1,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Menina,9.0,5.0,8.8,13.0,8.7,7.845,,,Não,,Escola Pública,,7.5,7.778,8.0,Aluno-453,3.0,,,Ametista,,,9.5,RA-453,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,,Não atendido,Q,1,7.845,Moderada,0
2022,2018,2008,Não,,Avaliador-5,Avaliador-27,Avaliador-15,,,,145.0,779.0,12.0,-2,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,Fase 4 (9º ano),Menino,9.5,5.0,2.3,14.0,8.6,5.561,,,Não,,Escola Pública,,5.0,5.444,0.0,Aluno-454,3.0,Quartzo,Ágata,Quartzo,,,4.7,RA-454,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não indicado,Q,1,5.561,Moderada,4
2022,2022,2010,Não,,Avaliador-5,Avaliador-27,Avaliador-15,,,,81.0,529.0,6.0,-1,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Menina,7.0,5.0,6.3,12.0,7.9,6.876,,,Não,,Escola Pública,,7.5,7.278,6.0,Aluno-455,3.0,,,Ágata,,,6.5,RA-455,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Não atendido,Q,1,6.876,Moderada,0
2022,2022,2010,Sim,,Avaliador-5,Avaliador-27,Avaliador-15,,,,65.0,432.0,5.0,-1,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Menina,6.4,5.0,7.3,12.0,8.2,7.193,,,Não,,Escola Pública,,6.3,8.389,6.0,Aluno-456,3.0,,,Ametista,,,8.7,RA-456,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,,Requer avaliação,Q,1,7.193,Moderada,0
2022,2022,2010,Não,,Avaliador-5,Avaliador-27,Avaliador-15,,,,40.0,240.0,3.0,-1,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Menina,8.0,5.0,8.5,12.0,8.8,7.68,,,Não,,Escola Pública,,7.5,7.667,7.0,Aluno-457,3.0,,,Ametista,,,10.0,RA-457,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,,Não atendido,Q,1,7.68,Moderada,0
2022,2019,2009,Não,,Avaliador-5,Avaliador-27,Avaliador-15,,,,113.0,642.0,8.0,-1,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Menino,8.0,5.0,5.6,13.0,7.7,6.512,,,Não,,Escola Pública,,7.5,5.833,4.7,Aluno-458,3.0,Ametista,Quartzo,Ágata,,,6.5,RA-458,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não atendido,Q,1,6.512,Moderada,3
2022,2019,2010,Não,,Avaliador-5,Avaliador-27,Avaliador-15,,,,59.0,401.0,4.0,-1,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Menino,7.0,5.0,7.3,12.0,9.1,7.28,,,Não,,Escola Pública,,8.1,7.222,5.3,Aluno-459,3.0,Ametista,Ametista,Ametista,,,9.2,RA-459,Promovido de Fase,Promovido de Fase,Promovido de Fase,,Sem limitações,Q,1,7.28,Moderada,3
2022,2022,2010,Não,,Avaliador-5,Avaliador-27,Avaliador-15,,,,140.0,758.0,11.0,-1,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Menino,6.8,5.0,3.3,12.0,8.1,5.711,,,Não,,Escola Pública,,7.5,5.056,0.5,Aluno-460,3.0,,,Quartzo,,,6.0,RA-460,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não atendido,Q,1,5.711,Moderada,0
2022,2018,2010,Não,,Avaliador-5,Avaliador-27,Avaliador-15,,,,149.0,792.0,13.0,-1,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Menina,0.0,5.0,3.8,12.0,6.7,5.451,,,Não,,Escola Pública,,7.5,7.222,1.5,Aluno-461,3.0,Ametista,Ametista,Quartzo,,,6.2,RA-461,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Sem limitações,Q,1,5.451,Moderada,4
2022,2022,2008,Não,,Avaliador-5,Avaliador-27,Avaliador-15,,,,106.0,616.0,7.0,-2,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,Fase 4 (9º ano),Menino,10.0,5.0,3.6,14.0,8.5,6.626,,,Não,,Escola Pública,,7.5,6.778,2.0,Aluno-462,3.0,,,Ágata,,,5.2,RA-462,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Sem limitações,Q,1,6.626,Moderada,0
2022,2020,2010,Não,,Avaliador-5,Avaliador-2,Avaliador-15,,,,119.0,658.0,11.0,-1,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Menina,10.0,5.0,2.5,12.0,7.8,6.41,,,Não,,Escola Pública,,7.5,7.389,2.0,Aluno-463,3.0,Quartzo,Quartzo,Ágata,,,3.0,RA-463,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Não atendido,U,1,6.41,Moderada,2
2022,2022,2009,Não,,Avaliador-5,Avaliador-2,Avaliador-15,,,,91.0,570.0,7.0,-1,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Menina,7.5,5.0,4.8,13.0,8.0,6.745,,,Não,,Escola Pública,,7.5,7.722,2.7,Aluno-464,3.0,,,Ágata,,,7.0,RA-464,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Não atendido,U,1,6.745,Moderada,0
2022,2019,2011,Sim,,Avaliador-5,Avaliador-2,Avaliador-15,,,,18.0,139.0,1.0,0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2,Fase 2 (5º e 6º ano),Menino,8.0,10.0,7.8,11.0,7.9,8.012,,,Não,,Escola Pública,,7.5,8.444,9.3,Aluno-465,3.0,Topázio,Ametista,Ametista,,,6.3,RA-465,Promovido de Fase,Promovido de Fase,Promovido de Fase,,Não atendido,U,0,8.012,Adequada/Adiantada,3
2022,2022,2009,Não,,Avaliador-5,Avaliador-2,Avaliador-15,,,,85.0,546.0,6.0,-1,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Menino,8.5,5.0,3.3,13.0,9.7,6.826,,,Não,,Escola Pública,,7.5,7.556,0.5,Aluno-466,3.0,,,Ágata,,,6.0,RA-466,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Não atendido,U,1,6.826,Moderada,0
2022,2022,2009,Não,,Avaliador-5,Avaliador-2,Avaliador-15,,,,121.0,664.0,12.0,-1,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Menina,5.8,5.0,5.5,13.0,8.4,6.38,,,Não,,Escola Pública,,5.0,7.111,5.0,Aluno-467,3.0,,,Ágata,,,6.0,RA-467,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Requer avaliação,U,1,6.38,Moderada,0
2022,2022,2009,Não,,Avaliador-5,Avaliador-2,Avaliador-15,,,,125.0,682.0,13.0,-1,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Menino,9.5,5.0,4.1,13.0,6.7,6.313,,,Não,,Escola Pública,,7.5,6.722,4.5,Aluno-468,3.0,,,Ágata,,,3.7,RA-468,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não atendido,U,1,6.313,Moderada,0
2022,2022,2011,Não,,Avaliador-5,Avaliador-2,Avaliador-15,,,,41.0,263.0,2.0,0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2,Fase 2 (5º e 6º ano),Menina,9.0,10.0,5.7,11.0,9.6,7.624,,,Não,,Escola Pública,,5.0,7.833,6.2,Aluno-469,3.0,,,Ametista,,,5.2,RA-469,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Requer avaliação,U,0,7.624,Adequada/Adiantada,0
2022,2019,2009,Não,,Avaliador-5,Avaliador-2,Avaliador-15,,,,53.0,369.0,3.0,-1,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Menina,8.0,5.0,6.3,13.0,9.7,7.378,,,Não,,Escola Pública,,7.5,7.5,5.3,Aluno-470,3.0,Ametista,Ametista,Ametista,,,7.3,RA-470,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Não atendido,U,1,7.378,Moderada,3
2022,2020,2009,Não,,Avaliador-5,Avaliador-2,Avaliador-15,,,,112.0,639.0,9.0,-1,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Menina,3.5,5.0,6.3,13.0,8.5,6.535,,,Não,,Escola Pública,,5.0,8.056,5.7,Aluno-471,3.0,Ágata,Ágata,Ágata,,,6.8,RA-471,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,,Requer avaliação,U,1,6.535,Moderada,2
2022,2022,2010,Não,,Avaliador-5,Avaliador-2,Avaliador-15,,,,133.0,735.0,14.0,-1,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Menina,9.0,5.0,2.0,12.0,7.0,5.93,,,Não,,Escola Pública,,7.5,7.056,1.8,Aluno-472,3.0,,,Quartzo,,,2.2,RA-472,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Não atendido,U,1,5.93,Moderada,0
2022,2019,2010,Não,,Avaliador-5,Avaliador-2,Avaliador-15,,,,134.0,737.0,15.0,-1,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Menino,8.0,5.0,4.3,12.0,6.1,5.915,,,Não,,Escola Pública,,7.5,5.889,4.5,Aluno-473,3.0,Ametista,Ametista,Quartzo,,,4.0,RA-473,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não atendido,U,1,5.915,Moderada,3
2022,2019,2009,Não,,Avaliador-5,Avaliador-2,Avaliador-15,,,,115.0,650.0,10.0,-1,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Menino,9.5,5.0,3.0,13.0,9.1,6.446,,,Não,,Escola Pública,,7.5,6.0,1.3,Aluno-474,3.0,Ametista,Ametista,Ágata,,,4.7,RA-474,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Não atendido,U,1,6.446,Moderada,3
